surah_no,ayah_no_surah,surah_name_ar,ayah_ar,label,ayah_en,surah_name_en,surah_name_roman
26,74,سورة الشعراء,قَالُواْ بَلۡ وَجَدۡنَآ ءَابَآءَنَا كَذَٰلِكَ يَفۡعَلُونَ,anger,"They replied, No! But we found our forefathers doing the same.",The Poets,Ash-Shu'ara
26,94,سورة الشعراء,فَكُبۡكِبُواْ فِيهَا هُمۡ وَٱلۡغَاوُۥنَ,anger,"Then the idols will be hurled headlong into Hell, along with the deviant",The Poets,Ash-Shu'ara
26,129,سورة الشعراء,وَتَتَّخِذُونَ مَصَانِعَ لَعَلَّكُمۡ تَخۡلُدُونَ,anger,"and construct castles, as if you are going to live forever,",The Poets,Ash-Shu'ara
26,136,سورة الشعراء,قَالُواْ سَوَآءٌ عَلَيۡنَآ أَوَعَظۡتَ أَمۡ لَمۡ تَكُن مِّنَ ٱلۡوَٰعِظِينَ,anger,"They responded, It is all the same to us whether you warn us or not.",The Poets,Ash-Shu'ara
26,152,سورة الشعراء,ٱلَّذِينَ يُفۡسِدُونَ فِي ٱلۡأَرۡضِ وَلَا يُصۡلِحُونَ,anger,"who spread corruption throughout the land, never setting things right.",The Poets,Ash-Shu'ara
26,160,سورة الشعراء,كَذَّبَتۡ قَوۡمُ لُوطٍ ٱلۡمُرۡسَلِينَ,anger,The people of Lot rejected the messengers,The Poets,Ash-Shu'ara
26,165,سورة الشعراء,أَتَأۡتُونَ ٱلذُّكۡرَانَ مِنَ ٱلۡعَٰلَمِينَ,anger,"Why do you men lust after fellow men,",The Poets,Ash-Shu'ara
26,166,سورة الشعراء,وَتَذَرُونَ مَا خَلَقَ لَكُمۡ رَبُّكُم مِّنۡ أَزۡوَٰجِكُمۚ بَلۡ أَنتُمۡ قَوۡمٌ عَادُونَ,anger,"leaving the wives that your Lord has created for you? In fact, you are a transgressing people.",The Poets,Ash-Shu'ara
26,172,سورة الشعراء,ثُمَّ دَمَّرۡنَا ٱلۡأٓخَرِينَ,anger,"Then We utterly destroyed the rest,",The Poets,Ash-Shu'ara
26,173,سورة الشعراء,وَأَمۡطَرۡنَا عَلَيۡهِم مَّطَرٗاۖ فَسَآءَ مَطَرُ ٱلۡمُنذَرِينَ,anger,pouring upon them a rain of brimstone. How evil was the rain of those who had been warned!,The Poets,Ash-Shu'ara
26,187,سورة الشعراء,فَأَسۡقِطۡ عَلَيۡنَا كِسَفٗا مِّنَ ٱلسَّمَآءِ إِن كُنتَ مِنَ ٱلصَّٰدِقِينَ,anger,"So cause deadly pieces of the sky to fall upon us, if what you say is true.",The Poets,Ash-Shu'ara
26,200,سورة الشعراء,كَذَٰلِكَ سَلَكۡنَٰهُ فِي قُلُوبِ ٱلۡمُجۡرِمِينَ,anger,This is how We allow denial to steep into the hearts of the wicked.,The Poets,Ash-Shu'ara
26,204,سورة الشعراء,أَفَبِعَذَابِنَا يَسۡتَعۡجِلُونَ,anger,Do they really seek to hasten Our torment?,The Poets,Ash-Shu'ara
26,223,سورة الشعراء,يُلۡقُونَ ٱلسَّمۡعَ وَأَكۡثَرُهُمۡ كَٰذِبُونَ,anger,"who gives an attentive ear to halftruths, mostly passing on sheer lies.",The Poets,Ash-Shu'ara
26,225,سورة الشعراء,أَلَمۡ تَرَ أَنَّهُمۡ فِي كُلِّ وَادٖ يَهِيمُونَ,anger,"Do you not see how they rant in every field,",The Poets,Ash-Shu'ara
26,226,سورة الشعراء,وَأَنَّهُمۡ يَقُولُونَ مَا لَا يَفۡعَلُونَ,anger,only saying what they never do?,The Poets,Ash-Shu'ara
26,8,سورة الشعراء,إِنَّ فِي ذَٰلِكَ لَأٓيَةٗۖ وَمَا كَانَ أَكۡثَرُهُم مُّؤۡمِنِينَ,fear,Surely in this is a sign. Yet most of them would not believe.,The Poets,Ash-Shu'ara
26,19,سورة الشعراء,وَفَعَلۡتَ فَعۡلَتَكَ ٱلَّتِي فَعَلۡتَ وَأَنتَ مِنَ ٱلۡكَٰفِرِينَ,fear,"Then you did what you did, being utterly ungrateful!",The Poets,Ash-Shu'ara
26,32,سورة الشعراء,فَأَلۡقَىٰ عَصَاهُ فَإِذَا هِيَ ثُعۡبَانٞ مُّبِينٞ,fear,So he threw down his staff andbehold!it became a real snake.,The Poets,Ash-Shu'ara
26,51,سورة الشعراء,إِنَّا نَطۡمَعُ أَن يَغۡفِرَ لَنَا رَبُّنَا خَطَٰيَٰنَآ أَن كُنَّآ أَوَّلَ ٱلۡمُؤۡمِنِينَ,fear,"We really hope that our Lord will forgive our sins, as we are the first to believe.",The Poets,Ash-Shu'ara
26,62,سورة الشعراء,قَالَ كَلَّآۖ إِنَّ مَعِيَ رَبِّي سَيَهۡدِينِ,fear,"Moses reassured them, Absolutely not! My Lord is certainly with meHe will guide me.",The Poets,Ash-Shu'ara
26,82,سورة الشعراء,وَٱلَّذِيٓ أَطۡمَعُ أَن يَغۡفِرَ لِي خَطِيٓـَٔتِي يَوۡمَ ٱلدِّينِ,fear,"And He is the One Who, I hope, will forgive my flaws on Judgment Day.",The Poets,Ash-Shu'ara
26,87,سورة الشعراء,وَلَا تُخۡزِنِي يَوۡمَ يُبۡعَثُونَ,fear,And do not disgrace me on the Day all will be resurrected,The Poets,Ash-Shu'ara
26,91,سورة الشعراء,وَبُرِّزَتِ ٱلۡجَحِيمُ لِلۡغَاوِينَ,fear,and the Hellfire will be displayed to the deviant.,The Poets,Ash-Shu'ara
26,93,سورة الشعراء,مِن دُونِ ٱللَّهِ هَلۡ يَنصُرُونَكُمۡ أَوۡ يَنتَصِرُونَ,fear,besides Allah? Can they help you or even help themselves?,The Poets,Ash-Shu'ara
26,113,سورة الشعراء,إِنۡ حِسَابُهُمۡ إِلَّا عَلَىٰ رَبِّيۖ لَوۡ تَشۡعُرُونَ,fear,"Their judgment is with my Lord, if you had any sense!",The Poets,Ash-Shu'ara
26,119,سورة الشعراء,فَأَنجَيۡنَٰهُ وَمَن مَّعَهُۥ فِي ٱلۡفُلۡكِ ٱلۡمَشۡحُونِ,fear,So We saved him and those with him in the fully loaded Ark.,The Poets,Ash-Shu'ara
26,135,سورة الشعراء,إِنِّيٓ أَخَافُ عَلَيۡكُمۡ عَذَابَ يَوۡمٍ عَظِيمٖ,fear,I truly fear for you the torment of a tremendous day.,The Poets,Ash-Shu'ara
26,151,سورة الشعراء,وَلَا تُطِيعُوٓاْ أَمۡرَ ٱلۡمُسۡرِفِينَ,fear,"And do not follow the command of the transgressors,",The Poets,Ash-Shu'ara
26,156,سورة الشعراء,وَلَا تَمَسُّوهَا بِسُوٓءٖ فَيَأۡخُذَكُمۡ عَذَابُ يَوۡمٍ عَظِيمٖ,fear,"And do not ever touch her with harm, or you will be overtaken by the torment of a tremendous day.",The Poets,Ash-Shu'ara
26,157,سورة الشعراء,فَعَقَرُوهَا فَأَصۡبَحُواْ نَٰدِمِينَ,fear,"But they killed her, becoming regretful.",The Poets,Ash-Shu'ara
26,169,سورة الشعراء,رَبِّ نَجِّنِي وَأَهۡلِي مِمَّا يَعۡمَلُونَ,fear,My Lord! Save me and my family from the consequences of what they do.,The Poets,Ash-Shu'ara
26,172,سورة الشعراء,ثُمَّ دَمَّرۡنَا ٱلۡأٓخَرِينَ,fear,"Then We utterly destroyed the rest,",The Poets,Ash-Shu'ara
26,182,سورة الشعراء,وَزِنُواْ بِٱلۡقِسۡطَاسِ ٱلۡمُسۡتَقِيمِ,fear,"Weigh with an even balance,",The Poets,Ash-Shu'ara
26,201,سورة الشعراء,لَا يُؤۡمِنُونَ بِهِۦ حَتَّىٰ يَرَوُاْ ٱلۡعَذَابَ ٱلۡأَلِيمَ,fear,"They will not believe in it until they see the painful punishment,",The Poets,Ash-Shu'ara
26,202,سورة الشعراء,فَيَأۡتِيَهُم بَغۡتَةٗ وَهُمۡ لَا يَشۡعُرُونَ,fear,which will take them by surprise when they least expect it.,The Poets,Ash-Shu'ara
26,209,سورة الشعراء,ذِكۡرَىٰ وَمَا كُنَّا ظَٰلِمِينَ,fear,"to remind them, for We would never wrong anyone.",The Poets,Ash-Shu'ara
26,218,سورة الشعراء,ٱلَّذِي يَرَىٰكَ حِينَ تَقُومُ,fear,"Who sees you when you rise for prayer at night,",The Poets,Ash-Shu'ara
26,221,سورة الشعراء,هَلۡ أُنَبِّئُكُمۡ عَلَىٰ مَن تَنَزَّلُ ٱلشَّيَٰطِينُ,fear,Shall I inform you of whom the devils actually descend upon?,The Poets,Ash-Shu'ara
26,9,سورة الشعراء,وَإِنَّ رَبَّكَ لَهُوَ ٱلۡعَزِيزُ ٱلرَّحِيمُ,joy,"And your Lord is certainly the Almighty, Most Merciful.",The Poets,Ash-Shu'ara
26,78,سورة الشعراء,ٱلَّذِي خَلَقَنِي فَهُوَ يَهۡدِينِ,joy,"He is the One Who created me, and He alone guides me.",The Poets,Ash-Shu'ara
26,83,سورة الشعراء,رَبِّ هَبۡ لِي حُكۡمٗا وَأَلۡحِقۡنِي بِٱلصَّٰلِحِينَ,joy,"My Lord! Grant me wisdom, and join me with the righteous.",The Poets,Ash-Shu'ara
26,85,سورة الشعراء,وَٱجۡعَلۡنِي مِن وَرَثَةِ جَنَّةِ ٱلنَّعِيمِ,joy,Make me one of those awarded the Garden of Bliss.,The Poets,Ash-Shu'ara
26,90,سورة الشعراء,وَأُزۡلِفَتِ ٱلۡجَنَّةُ لِلۡمُتَّقِينَ,joy,"On that Day Paradise will be brought near to the Godfearing,",The Poets,Ash-Shu'ara
26,118,سورة الشعراء,فَٱفۡتَحۡ بَيۡنِي وَبَيۡنَهُمۡ فَتۡحٗا وَنَجِّنِي وَمَن مَّعِيَ مِنَ ٱلۡمُؤۡمِنِينَ,joy,"So judge between me and them decisively, and save me and the believers with me.",The Poets,Ash-Shu'ara
26,134,سورة الشعراء,وَجَنَّٰتٖ وَعُيُونٍ,joy,"and gardens, and springs.",The Poets,Ash-Shu'ara
26,170,سورة الشعراء,فَنَجَّيۡنَٰهُ وَأَهۡلَهُۥٓ أَجۡمَعِينَ,joy,"So We saved him and all of his family,",The Poets,Ash-Shu'ara
26,193,سورة الشعراء,نَزَلَ بِهِ ٱلرُّوحُ ٱلۡأَمِينُ,joy,which the trustworthy spirit Gabriel brought down,The Poets,Ash-Shu'ara
26,194,سورة الشعراء,عَلَىٰ قَلۡبِكَ لِتَكُونَ مِنَ ٱلۡمُنذِرِينَ,joy,into your heart O Prophetso that you may be one of the warners,The Poets,Ash-Shu'ara
26,3,سورة الشعراء,لَعَلَّكَ بَٰخِعٞ نَّفۡسَكَ أَلَّا يَكُونُواْ مُؤۡمِنِينَ,sadness,Perhaps you O Prophet will grieve yourself to death over their disbelief.,The Poets,Ash-Shu'ara
26,8,سورة الشعراء,إِنَّ فِي ذَٰلِكَ لَأٓيَةٗۖ وَمَا كَانَ أَكۡثَرُهُم مُّؤۡمِنِينَ,sadness,Surely in this is a sign. Yet most of them would not believe.,The Poets,Ash-Shu'ara
26,13,سورة الشعراء,وَيَضِيقُ صَدۡرِي وَلَا يَنطَلِقُ لِسَانِي فَأَرۡسِلۡ إِلَىٰ هَٰرُونَ,sadness,And so my heart will be broken and my tongue will be tied. So send Aaron along as a messenger.,The Poets,Ash-Shu'ara
26,20,سورة الشعراء,قَالَ فَعَلۡتُهَآ إِذٗا وَأَنَا۠ مِنَ ٱلضَّآلِّينَ,sadness,"Moses replied, I did it then, lacking guidance.",The Poets,Ash-Shu'ara
26,27,سورة الشعراء,قَالَ إِنَّ رَسُولَكُمُ ٱلَّذِيٓ أُرۡسِلَ إِلَيۡكُمۡ لَمَجۡنُونٞ,sadness,"Pharaoh said mockingly, Your messenger, who has been sent to you, must be insane.",The Poets,Ash-Shu'ara
26,28,سورة الشعراء,قَالَ رَبُّ ٱلۡمَشۡرِقِ وَٱلۡمَغۡرِبِ وَمَا بَيۡنَهُمَآۖ إِن كُنتُمۡ تَعۡقِلُونَ,sadness,"Moses responded: He is the Lord of the east and west, and everything in between, if only you had any sense.",The Poets,Ash-Shu'ara
26,57,سورة الشعراء,فَأَخۡرَجۡنَٰهُم مِّن جَنَّٰتٖ وَعُيُونٖ,sadness,"So We lured the tyrants out of their gardens, springs,",The Poets,Ash-Shu'ara
26,72,سورة الشعراء,قَالَ هَلۡ يَسۡمَعُونَكُمۡ إِذۡ تَدۡعُونَ,sadness,"Abraham asked, Can they hear you when you call upon them?",The Poets,Ash-Shu'ara
26,77,سورة الشعراء,فَإِنَّهُمۡ عَدُوّٞ لِّيٓ إِلَّا رَبَّ ٱلۡعَٰلَمِينَ,sadness,"They are all enemies to me, except the Lord of all worlds.",The Poets,Ash-Shu'ara
26,89,سورة الشعراء,إِلَّا مَنۡ أَتَى ٱللَّهَ بِقَلۡبٖ سَلِيمٖ,sadness,Only those who come before Allah with a pure heart will be saved.,The Poets,Ash-Shu'ara
26,97,سورة الشعراء,تَٱللَّهِ إِن كُنَّا لَفِي ضَلَٰلٖ مُّبِينٍ,sadness,"By Allah! We were clearly mistaken,",The Poets,Ash-Shu'ara
26,100,سورة الشعراء,فَمَا لَنَا مِن شَٰفِعِينَ,sadness,"Now we have none to intercede for us,",The Poets,Ash-Shu'ara
26,102,سورة الشعراء,فَلَوۡ أَنَّ لَنَا كَرَّةٗ فَنَكُونَ مِنَ ٱلۡمُؤۡمِنِينَ,sadness,"If only we could have a second chance, then we would be believers.",The Poets,Ash-Shu'ara
26,109,سورة الشعراء,وَمَآ أَسۡـَٔلُكُمۡ عَلَيۡهِ مِنۡ أَجۡرٍۖ إِنۡ أَجۡرِيَ إِلَّا عَلَىٰ رَبِّ ٱلۡعَٰلَمِينَ,sadness,I do not ask you for any reward for this message. My reward is only from the Lord of all worlds.,The Poets,Ash-Shu'ara
26,109,سورة الشعراء,وَمَآ أَسۡـَٔلُكُمۡ عَلَيۡهِ مِنۡ أَجۡرٍۖ إِنۡ أَجۡرِيَ إِلَّا عَلَىٰ رَبِّ ٱلۡعَٰلَمِينَ,sadness,I do not ask you for any reward for this message. My reward is only from the Lord of all worlds.,The Poets,Ash-Shu'ara
26,112,سورة الشعراء,قَالَ وَمَا عِلۡمِي بِمَا كَانُواْ يَعۡمَلُونَ,sadness,"He responded, And what knowledge do I have of what they do?",The Poets,Ash-Shu'ara
26,114,سورة الشعراء,وَمَآ أَنَا۠ بِطَارِدِ ٱلۡمُؤۡمِنِينَ,sadness,I am not going to expel the believers.,The Poets,Ash-Shu'ara
26,117,سورة الشعراء,قَالَ رَبِّ إِنَّ قَوۡمِي كَذَّبُونِ,sadness,"Noah prayed, My Lord! My people have truly rejected me.",The Poets,Ash-Shu'ara
26,132,سورة الشعراء,وَٱتَّقُواْ ٱلَّذِيٓ أَمَدَّكُم بِمَا تَعۡلَمُونَ,sadness,Fear the One Who has provided you with the good things you know:,The Poets,Ash-Shu'ara
26,146,سورة الشعراء,أَتُتۡرَكُونَ فِي مَا هَٰهُنَآ ءَامِنِينَ,sadness,Do you think you will be forever left secure in what you have here:,The Poets,Ash-Shu'ara
26,186,سورة الشعراء,وَمَآ أَنتَ إِلَّا بَشَرٞ مِّثۡلُنَا وَإِن نَّظُنُّكَ لَمِنَ ٱلۡكَٰذِبِينَ,sadness,"Also, you are only a human being like us, and we think you are indeed a liar.",The Poets,Ash-Shu'ara
26,198,سورة الشعراء,وَلَوۡ نَزَّلۡنَٰهُ عَلَىٰ بَعۡضِ ٱلۡأَعۡجَمِينَ,sadness,"Had We revealed it to a nonArab,",The Poets,Ash-Shu'ara
26,207,سورة الشعراء,مَآ أَغۡنَىٰ عَنۡهُم مَّا كَانُواْ يُمَتَّعُونَ,sadness,would that enjoyment be of any benefit to them at all?,The Poets,Ash-Shu'ara
26,215,سورة الشعراء,وَٱخۡفِضۡ جَنَاحَكَ لِمَنِ ٱتَّبَعَكَ مِنَ ٱلۡمُؤۡمِنِينَ,sadness,and be gracious to the believers who follow you.,The Poets,Ash-Shu'ara
26,216,سورة الشعراء,فَإِنۡ عَصَوۡكَ فَقُلۡ إِنِّي بَرِيٓءٞ مِّمَّا تَعۡمَلُونَ,sadness,"But if they disobey you, say, I am certainly free of what you do.",The Poets,Ash-Shu'ara
25,12,سورة الفرقان,إِذَا رَأَتۡهُم مِّن مَّكَانِۭ بَعِيدٖ سَمِعُواْ لَهَا تَغَيُّظٗا وَزَفِيرٗا,anger,"Once it sees them from a distance, they will hear it fuming and growling.",The Criterion,Al-Furqan
25,14,سورة الفرقان,لَّا تَدۡعُواْ ٱلۡيَوۡمَ ثُبُورٗا وَٰحِدٗا وَٱدۡعُواْ ثُبُورٗا كَثِيرٗا,anger,"They will be told, Do not cry only once for destruction, but cry many times over!",The Criterion,Al-Furqan
